ticker,wacc_bps_shift,terminal_g_bps_shift,wacc,terminal_growth,dcf_price
WOW.AX,-100,-25,0.034421642962662105,0.012499999999999999,53.877315869306344
WOW.AX,-100,0,0.034421642962662105,0.015,60.999432212201235
WOW.AX,-100,25,0.034421642962662105,0.017499999999999998,70.22598851952806
WOW.AX,-100,50,0.034421642962662105,0.02,82.65140238116216
WOW.AX,0,-50,0.04442164296266211,0.009999999999999998,30.319329864415458
WOW.AX,0,-25,0.04442164296266211,0.012499999999999999,32.850066313496455
WOW.AX,0,0,0.04442164296266211,0.015,35.81088351168666
WOW.AX,0,25,0.04442164296266211,0.017499999999999998,39.321596049157726
WOW.AX,0,50,0.04442164296266211,0.02,43.551079339038544
WOW.AX,100,-50,0.05442164296266211,0.009999999999999998,20.480451282105093
WOW.AX,100,-25,0.05442164296266211,0.012499999999999999,21.85096946165353
WOW.AX,100,0,0.05442164296266211,0.015,23.395315781856397
WOW.AX,100,25,0.05442164296266211,0.017499999999999998,25.148800455106645
WOW.AX,100,50,0.05442164296266211,0.02,27.15699183645218
WOW.AX,200,-50,0.0644216429626621,0.009999999999999998,14.256565910573142
WOW.AX,200,-25,0.0644216429626621,0.012499999999999999,15.086231682635127
WOW.AX,200,0,0.0644216429626621,0.015,15.999834948710497
WOW.AX,200,25,0.0644216429626621,0.017499999999999998,17.01079235760674
WOW.AX,200,50,0.0644216429626621,0.02,18.1355408536253
TCO0.DE,-200,-50,0.04451565023624619,0.009999999999999998,13.640776466372742
TCO0.DE,-200,-25,0.04451565023624619,0.012499999999999999,14.55480018751433
TCO0.DE,-200,0,0.04451565023624619,0.015,15.623661039775453
TCO0.DE,-200,25,0.04451565023624619,0.017499999999999998,16.89034442136942
TCO0.DE,-200,50,0.04451565023624619,0.02,18.415369590635244
TCO0.DE,-100,-50,0.054515650236246195,0.009999999999999998,10.08809493778026
TCO0.DE,-100,-25,0.054515650236246195,0.012499999999999999,10.58373835211866
TCO0.DE,-100,0,0.054515650236246195,0.015,11.142096591010771
TCO0.DE,-100,25,0.054515650236246195,0.017499999999999998,11.775876744056557
TCO0.DE,-100,50,0.054515650236246195,0.02,12.501467445173699
TCO0.DE,0,-50,0.0645156502362462,0.009999999999999998,7.840541619301946
TCO0.DE,0,-25,0.0645156502362462,0.012499999999999999,8.140835672516651
TCO0.DE,0,0,0.0645156502362462,0.015,8.471452871219897
TCO0.DE,0,25,0.0645156502362462,0.017499999999999998,8.837230404518325
TCO0.DE,0,50,0.0645156502362462,0.02,9.244092088150085
TCO0.DE,100,-50,0.07451565023624619,0.009999999999999998,6.291145869422629
TCO0.DE,100,-25,0.07451565023624619,0.012499999999999999,6.486800138371326
TCO0.DE,100,0,0.07451565023624619,0.015,6.698891619059458
TCO0.DE,100,25,0.07451565023624619,0.017499999999999998,6.9295825088404746
TCO0.DE,100,50,0.07451565023624619,0.02,7.181431624633772
TCO0.DE,200,-50,0.0845156502362462,0.009999999999999998,5.1587632997796025
TCO0.DE,200,-25,0.0845156502362462,0.012499999999999999,5.292969822177991
TCO0.DE,200,0,0.0845156502362462,0.015,5.436829316385047
TCO0.DE,200,25,0.0845156502362462,0.017499999999999998,5.591422086603001
TCO0.DE,200,50,0.0845156502362462,0.02,5.757995885428111
