ticker,name,current_price,conservative_price,base_price,optimistic_price
COL.AX,Coles Group Limited,21.844999313354492,16.014284647859014,17.63916917281568,19.35974295528953
BBY,"Best Buy Co., Inc.",74.37999725341797,25.125400039966614,21.72087875493298,18.631727052645587
WMT,Walmart Inc.,114.41000366210938,33.39899618354346,37.09563384067926,41.09798806527998
WOW.AX,Woolworths Group Limited,29.209999084472656,24.775103196590422,27.746563355368878,30.905870088096506
TCO0.DE,Tesco PLC,5.25,4.887543158210088,5.401002229937355,5.946900467939774
