ticker,name,current_price,conservative_price,base_price,optimistic_price,wacc,rf,tax_rate
COL.AX,Coles Group Limited,21.34000015258789,20.662340769065306,22.582430896979755,24.615442039457324,0.05212965656990284,0.04,0.2975260416666667
BBY,"Best Buy Co., Inc.",69.18000030517578,38.09517455755715,33.490407965038315,29.312719801055138,0.09964822893891685,0.04,0.28725868725868725
WMT,Walmart Inc.,112.76000213623047,23.532730880636112,26.3635371557529,29.428785088218383,0.0757216407563241,0.04,0.23383632977308144
WOW.AX,Woolworths Group Limited,29.43000030517578,32.25281141415831,35.737513311650524,39.44215543539115,0.04446582422401918,0.04,0.3064046579330422
TCO0.DE,Tesco PLC,5.099999904632568,7.661349725753496,8.36520204530043,9.113534091753438,0.06503168981471782,0.04,0.27584650112866815
MQG.AX,Macquarie Group Limited,203.72999572753906,35.13840796115852,32.61424873352465,30.10024301392872,0.047004715872469384,0.04,0.2616416732438832
