ticker,name,current_price,dcf_price,wacc,rf,market_premium,tax_rate,pretax_cost_of_debt,base_avg_growth,scenario_initial_growth,ebit_margin_median,da_ratio_median,wc_ratio_median,capex_ratio_used
COL.AX,Coles Group Limited,21.34000015258789,22.582430896979755,0.05212965656990284,0.04,0.06,0.2975260416666667,0.02,0.040833357897045376,0.040833357897045376,0.03785063287346478,0.035732652443872276,-0.06257994963053122,0.03546282540069284
BBY,"Best Buy Co., Inc.",69.18000030517578,33.490407965038315,0.09964822893891685,0.04,0.06,0.28725868725868725,0.02,-0.07043095513096143,-0.07043095513096143,0.03893880317466124,0.020340735221298315,-0.0014421540347043945,0.01764831436901046
WMT,Walmart Inc.,112.76000213623047,26.3635371557529,0.0757216407563241,0.04,0.06,0.23383632977308144,0.0453804438234022,0.05941327997496989,0.05941327997496989,0.03698644569004162,0.01844823841110188,-0.024561317869234017,0.029684702204587705
WOW.AX,Woolworths Group Limited,29.43000030517578,35.737513311650524,0.04446582422401918,0.04,0.06,0.3064046579330422,0.02,0.04334954624720407,0.04334954624720407,0.02934831939093954,0.03745059947312502,-0.08130856849749851,0.038346506609134315
TCO0.DE,Tesco PLC,5.099999904632568,8.36520204530043,0.06503168981471782,0.04,0.06,0.27584650112866815,0.053252420564571114,0.04468793550588098,0.04468793550588098,0.04331049176069186,0.02570626533869888,-0.06792345146838849,0.019764818622350168
MQG.AX,Macquarie Group Limited,203.72999572753906,32.61424873352465,0.047004715872469384,0.04,0.06,0.2616416732438832,0.044305465118039886,-0.002771778344096291,-0.002771778344096291,2.5042002328789805,0.10801698994620475,14.673549268340391,0.14935489224003817
